text_raport|text_clean_debug|eticheta_problema|eticheta_departament|eticheta_urgenta|data_raport
zggomot de ploizare la camrea compresoare. risc accident|zgomot de polizare la camera compresoare. RISC ACCIDENT|uzura_fizica|Mecanic|critica|2025-12-28
pierde lkchid hidraulic znoa linia 1|pierde lichid hidraulic zona linia 1|scurgere_lichide|Mecanic|medie|2026-01-15
transformator supraincalzit la canera compresoare. trebiue verificat|transformator supraincalzit la camera compresoare. trebuie verificat|componente_automatizare|Electric|medie|2026-01-24
verificati xona ambalare, toychscreen-ul nu raspunde la atngere|Verificati zona ambalare, touchscreen-ul nu raspunde la atingere|hardware_it|Software|mica|2025-12-25
pant rupg la zon ambalare. mentenanta prveentiva|lant rupt la zona ambalare. mentenanta preventiva|uzura_fizica|Mecanic|mica|2026-01-10
releu ars in tablou ozna rovot kuka|releu ars in tablou zona robot kuka|componente_automatizare|Electric|medie|2025-12-22
nu emrge infernetul zona llinia 1|nu merge internetul zona linia 1|conectivitate_retea|Software|medie|2026-02-03
motorul declanseaza protectia etrmica la linia 1. nu e grabq|motorul declanseaza protectia termica la linia 1. nu e graba|componente_automatizare|Electric|mica|2026-01-08
scurtcircuit cu flamma la cnc mazak. trebuie verificat|scurtcircuit cu flama la cnc mazak. trebuie verificat|alimentare_curent|Electric|medie|2026-01-30
defectiune zonna ambalare: valoare zeero la wenzor temperatura.|Defectiune zona ambalare: valoare zero la senzor temperatura.|senzori_instrumentatie|Electric|critica|2025-12-18
nu merge internetul zona magazie pieese|nu merge internetul zona magazie piese|conectivitate_retea|Software|medie|2026-02-05
noat inormativa! pataa mare de ule pe jps la robo kuka|nota informativa! pata mare de ulei pe jos la robot kuka|scurgere_lichide|Mecanic|mica|2026-01-30
cablu sectionat la camera compresoare. cand se poate|cablu sectionat la camera compresoare. cand se poate|alimentare_curent|Electric|mica|2026-01-03
defectiune statia vopsire: eroare pe ecran.|Defectiune statia vopsire: eroare pe ecran.|bug_aplicatie|Software|mica|2026-01-20
pierde lichiid hidraulic zona oresa hidraulica|pierde lichid hidraulic zona presa hidraulica|scurgere_lichide|Mecanic|medie|2026-01-31
la camera compresoaer: nu se aprinde ebcul de conrtol.|La camera compresoare: nu se aprinde becul de control.|alimentare_curent|Electric|mica|2025-12-12
verificati robt kuka, scurrgere de ulei sub utila|Verificati robot kuka, scurgere de ulei sub utilaj|scurgere_lichide|Mecanic|critica|2026-01-15
vibratii puternice la ax la magaie piexe. tebuie verifcat|vibratii puternice la ax la magazie piese. trebuie verificat|uzura_fizica|Mecanic|medie|2026-01-14
verificati camera comppresoare, releu ars in tablou|Verificati camera compresoare, releu ars in tablou|componente_automatizare|Electric|medie|2026-01-11
la statia vosire: cablu de reetea scos.|La statia vopsire: cablu de retea scos.|conectivitate_retea|Software|mica|2026-01-30
la zona xpeditie: traansformator suprakncalzit.|La zona expeditie: transformator supraincalzit.|componente_automatizare|Electric|critica|2026-01-23
verificati maazie piese, senzor proximtate loivt|Verificati magazie piese, senzor proximitate lovit|senzori_instrumentatie|Electric|critica|2026-01-24
sigranta sadita la linia 2. risc accident|siguranta sarita la linia 2. RISC ACCIDENT|alimentare_curent|Electric|critica|2026-01-03
la linia 1: nu se aprinde beecul de control.|La linia 1: nu se aprinde becul de control.|alimentare_curent|Electric|medie|2026-01-16
defectkune cuptor tratament: nu ede stick-ul usb.|Defectiune cuptor tratament: nu vede stick-ul USB.|hardware_it|Software|mica|2025-12-19
verificati robot kuak, releu arss in tablou|Verificati robot kuka, releu ars in tablou|componente_automatizare|Electric|critica|2025-12-19
la cuptor tratamen:t butonul de start e gir (knactiv).|La cuptor tratament: butonul de start e gri (inactiv).|bug_aplicatie|Software|mica|2026-02-09
nota informatiav! touchscreen decalat la zona ambaalre|nota informativa! touchscreen decalat la zona ambalare|hardware_it|Software|mica|2026-01-05
pierdere pcahete adte zona lniia 1|pierdere pachete date zona linia 1|conectivitate_retea|Software|mica|2026-01-22
la zona ambalare: encoderul da eroare poziie.|La zona ambalare: encoderul da eroare pozitie.|senzori_instrumentatie|Electric|critica|2026-02-07
verificati statia opsire, nu vede stick-ul usb|Verificati statia vopsire, nu vede stick-ul USB|hardware_it|Software|mica|2026-01-17
nu veed stick-ul usb zona caemra cmopresoare|nu vede stick-ul USB zona camera compresoare|hardware_it|Software|critica|2026-01-06
verificati camera cimpresoare,vaselinna urge idn laagr|Verificati camera compresoare, vaselina curge din lagar|scurgere_lichide|Mecanic|medie|2026-01-06
cand se poate! eroare cirire debitmetru la cakera compresoafe|cand se poate! eroare citire debitmetru la camera compresoare|senzori_instrumentatie|Electric|mica|2026-01-01
verificat zoan expeditei, nu zvem reta la hmi|Verificati zona expeditie, nu avem retea la hmi|conectivitate_retea|Software|medie|2025-12-23
pata maee de ulei pe jos la cuptor tratament. trebuie vverificat|pata mare de ulei pe jos la cuptor tratament. trebuie verificat|scurgere_lichide|Mecanic|medie|2026-01-21
opriti ttot! invertorul e in avarie la magazie piese|OPRITI TOT! invertorul e in avarie la magazie piese|componente_automatizare|Electric|critica|2025-12-24
zgomot de oplizare la cuptor trataent. linie orita|zgomot de polizare la cuptor tratament. LINIE OPRITA|uzura_fizica|Mecanic|critica|2025-12-17
lat rupt la linia 1. cabd se poate|lant rupt la linia 1. cand se poate|uzura_fizica|Mecanic|mica|2026-01-27
dinyi ruptii la roata dimtata la cnc mazk. nta informativa|dinti rupti la roata dintata la cnc mazak. nota informativa|uzura_fizica|Mecanic|mica|2025-12-20
valva hidraulica blocafa la cuptor tratament. verifiicare vizuala|valva hidraulica blocata la cuptor tratament. verificare vizuala|blocaj_mecanic|Mecanic|mica|2026-02-08
veificati linia 2,nu avem retea la hmmi|Verificati linia 2, nu avem retea la hmi|conectivitate_retea|Software|mica|2026-01-18
termoculpa defecta zona zona aambalare|termocupla defecta zona zona ambalare|senzori_instrumentatie|Electric|mica|2026-02-03
defectiune zona experitie: furrtun presiune sppart.|Defectiune zona expeditie: furtun presiune spart.|scurgere_lichide|Mecanic|medie|2025-12-11
defectiune linia 2: s-a oprit cruentul la inie.|Defectiune linia 2: s-a oprit curentul la linie.|alimentare_curent|Electric|medie|2026-01-14
defectiune linia 2: contactul nu cupleaza.|Defectiune linia 2: contactul nu cupleaza.|componente_automatizare|Electric|mica|2025-12-17
furtun prexiune spart la roobot sdura. urgeng|furtun presiune spart la robot sudura. URGENT|scurgere_lichide|Mecanic|critica|2026-01-07
piucra apa din racire zona orbot ukka|picura apa din racire zona robot kuka|scurgere_lichide|Mecanic|medie|2026-02-05
la cnc mazak: adresa ip conflcit.|La cnc mazak: adresa IP conflict.|conectivitate_retea|Software|medie|2026-01-26
verificati zona expediti,e s-a prit curentul la liinie|Verificati zona expeditie, s-a oprit curentul la linie|alimentare_curent|Electric|critica|2026-01-11
verjficati dobot sudura, adersa ip conflict|Verificati robot sudura, adresa IP conflict|conectivitate_retea|Software|mica|2026-01-07
angrenaj gripat la roobot kukaa. megre grue|angrenaj gripat la robot kuka. merge greu|blocaj_mecanic|Mecanic|medie|2026-02-04
releu ars in rablou la statia vopsire. meege greu|releu ars in tablou la statia vopsire. merge greu|componente_automatizare|Electric|medie|2025-12-19
zgmot ciudat! encoderul da sroare pozitie la linia 1|zgomot ciudat! encoderul da eroare pozitie la linia 1|senzori_instrumentatie|Electric|medie|2026-02-03
valva hidraulica blocata zona robot sdura|valva hidraulica blocata zona robot sudura|blocaj_mecanic|Mecanic|mica|2026-01-07
ferificati camera compresoare, usa de protectie intepenita|Verificati camera compresoare, usa de protectie intepenita|blocaj_mecanic|Mecanic|critica|2026-01-30
edfectiune zona expeditie: axul motoruluii e blocat.|Defectiune zona expeditie: axul motorului e blocat.|blocaj_mecanic|Mecanic|critica|2025-12-17
pierdere pahete date zona sttaia vopsire|pierdere pachete date zona statia vopsire|conectivitate_retea|Software|critica|2026-01-28
verificati cnc mazak, eroare citire debitmetru|Verificati cnc mazak, eroare citire debitmetru|senzori_instrumentatie|Electric|medie|2026-01-20
defectiune liina 2: pistonup nu mai rveine.|Defectiune linia 2: pistonul nu mai revine.|blocaj_mecanic|Mecanic|medie|2025-12-21
efectiune magazie piesee: nu mai culiesaza sania.|Defectiune magazie piese: nu mai culiseaza sania.|blocaj_mecanic|Mecanic|mica|2026-01-11
la zona expeditie: vaselina curge din lagaar.|La zona expeditie: vaselina curge din lagar.|scurgere_lichide|Mecanic|medie|2025-12-17
la preesa hidraulica: vaseoina curg din lagar.|La presa hidraulica: vaselina curge din lagar.|scurgere_lichide|Mecanic|critica|2026-02-03
verificati presz hidraulia, valoare zero la senzor tempwratura|Verificati presa hidraulica, valoare zero la senzor temperatura|senzori_instrumentatie|Electric|medie|2026-01-31
lsnt rrupt zonaa xona sxpeditie|lant rupt zona zona expeditie|uzura_fizica|Mecanic|mica|2026-01-15
defectiuje robot sudura: picura aapa din racire.|Defectiune robot sudura: picura apa din racire.|scurgere_lichide|Mecanic|critica|2026-01-27
ursa de alijentare arsw la cuptor tratament. urgent|sursa de alimentare arsa la cuptor tratament. URGENT|alimentare_curent|Electric|critica|2026-01-18
verificati rogot kuka, pjng timeout|Verificati robot kuka, ping timeout|conectivitate_retea|Software|medie|2026-02-02
defectiune magazie piese: rulemnt saprt.|Defectiune magazie piese: rulment spart.|uzura_fizica|Mecanic|mica|2026-02-09
pign timeouut la zona expeditie. verificare vizulaa|ping timeout la zona expeditie. verificare vizuala|conectivitate_retea|Software|mica|2026-01-16
nu se incarca reteta la zona expeditie. trebuie verificat|nu se incarca reteta la zona expeditie. trebuie verificat|bug_aplicatie|Software|medie|2025-12-16
defectune zina ambalare: invertorul e in avarie.|Defectiune zona ambalare: invertorul e in avarie.|componente_automatizare|Electric|mica|2026-01-24
veriificati presa hidrauliica,picura apa din racire|Verificati presa hidraulica, picura apa din racire|scurgere_lichide|Mecanic|mica|2026-01-16
defectiune statia vopsire: encoderul da eroare pozitie.|Defectiune statia vopsire: encoderul da eroare pozitie.|senzori_instrumentatie|Electric|medie|2026-01-25
la cnc mazak: valoare zeri la xenzor temperatura.|La cnc mazak: valoare zero la senzor temperatura.|senzori_instrumentatie|Electric|mica|2026-02-05
rulment spart zona zona abmalare|rulment spart zona zona ambalare|uzura_fizica|Mecanic|medie|2026-01-13
la lonia 1: nu comunica cu servreul.|La linia 1: nu comunica cu serverul.|conectivitate_retea|Software|mica|2025-12-12
la magazie pese: encodwrul da eroare pozitie.|La magazie piese: encoderul da eroare pozitie.|senzori_instrumentatie|Electric|mica|2025-12-27
pata mwre de ulei pe jos la cnc mazak. mergge greu|pata mare de ulei pe jos la cnc mazak. merge greu|scurgere_lichide|Mecanic|medie|2025-12-11
defectiune camera compresoare: eroare citire debitmetru.|Defectiune camera compresoare: eroare citire debitmetru.|senzori_instrumentatie|Electric|mica|2026-01-26
rulment spart la lnia 2. urgent|rulment spart la linia 2. URGENT|uzura_fizica|Mecanic|critica|2025-12-12
defrctiune rrobot kuk:a vaseilna curge ein lagaar.|Defectiune robot kuka: vaselina curge din lagar.|scurgere_lichide|Mecanic|medie|2025-12-29
verfiicati cuptor tratament, transformator supraincalzit|Verificati cuptor tratament, transformator supraincalzit|componente_automatizare|Electric|medie|2026-01-01
la camera compresoarre: datele nu se actalizeaza.|La camera compresoare: datele nu se actualizeaza.|bug_aplicatie|Software|medie|2025-12-26
defectiune robot sudura: valoare zero la senzor temperatura.|Defectiune robot sudura: valoare zero la senzor temperatura.|senzori_instrumentatie|Electric|medie|2025-12-29
deectiune statia vopsie: cablu de rwtea sdos.|Defectiune statia vopsire: cablu de retea scos.|conectivitate_retea|Software|critica|2026-01-27
defetciune liniaa 1: nu comunicq cu serverul.|Defectiune linia 1: nu comunica cu serverul.|conectivitate_retea|Software|mica|2025-12-22
merge greu! tastatura blocaa la ljnia 1|merge greu! tastatura blocata la linia 1|hardware_it|Software|medie|2026-02-07
liniee oprita! se aude rat un motor la roobot kuuka|LINIE OPRITA! se aude urat un motor la robot kuka|uzura_fizica|Mecanic|critica|2025-12-14
defectiune maggazie piese: s-a blocag brattul rbootic.|Defectiune magazie piese: s-a blocat bratul robotic.|blocaj_mecanic|Mecanic|critica|2026-01-06
defctiune presa hidraulica: flucthatii de tensiune.|Defectiune presa hidraulica: fluctuatii de tensiune.|alimentare_curent|Electric|medie|2026-02-09
irsc accidentt! senzorrul nu citesste nikic la presa hidraulica|RISC ACCIDENT! senzorul nu citeste nimic la presa hidraulica|senzori_instrumentatie|Electric|critica|2026-01-17
defextiune mqgazie piese: bgu in osft la salvare.|Defectiune magazie piese: bug in soft la salvare.|bug_aplicatie|Software|critica|2026-01-09
verificati linnia 2,releu ars in tablou|Verificati linia 2, releu ars in tablou|componente_automatizare|Electric|critica|2025-12-27
verifcati znoa expeidtie, bztaie in eductor|Verificati zona expeditie, bataie in reductor|uzura_fizica|Mecanic|mica|2026-02-09
touchscreen decalat zona zona expeditie|touchscreen decalat zona zona expeditie|hardware_it|Software|mica|2026-01-13
datle nu se actualizeaza la linia 1. fum|datele nu se actualizeaza la linia 1. FUM|bug_aplicatie|Software|critica|2026-01-19
verificati famera compresoare, rulment spart|Verificati camera compresoare, rulment spart|uzura_fizica|Mecanic|mica|2025-12-17
la camera compresare: vvaselina curge din lagar.|La camera compresoare: vaselina curge din lagar.|scurgere_lichide|Mecanic|mica|2026-01-20
pciura apaa dni acire la robot ukka. merge greu|picura apa din racire la robot kuka. merge greu|scurgere_lichide|Mecanic|medie|2025-12-30
eroaee ctire debitmetru zoan magazie piese|eroare citire debitmetru zona magazie piese|senzori_instrumentatie|Electric|mica|2025-12-30
la presa hidraulicz: scurgere de ulei usb tuilaj.|La presa hidraulica: scurgere de ulei sub utilaj.|scurgere_lichide|Mecanic|mica|2025-12-17
defectiune fuptor tratament: swnzor proximitate lovit.|Defectiune cuptor tratament: senzor proximitate lovit.|senzori_instrumentatie|Electric|medie|2025-12-13
veificati roobot sudura, angrenaj gripat|Verificati robot sudura, angrenaj gripat|blocaj_mecanic|Mecanic|medie|2026-02-03
la magazke piese: bataie in reducor.|La magazie piese: bataie in reductor.|uzura_fizica|Mecanic|medie|2026-01-14
unitaea pc caraei zona robot sudura|unitatea PC caraie zona robot sudura|hardware_it|Software|critica|2026-02-03
dinti rupfi la roata dintata la robot sudua. zgmoot ciudat|dinti rupti la roata dintata la robot sudura. zgomot ciudat|uzura_fizica|Mecanic|medie|2025-12-20
verificati camd puteti! mouse-ul nu jerge la cuptor tratament|verificati cand puteti! mouse-ul nu merge la cuptor tratament|hardware_it|Software|medie|2026-01-26
defectiunne linia 1: se ade urat un motor.|Defectiune linia 1: se aude urat un motor.|uzura_fizica|Mecanic|medie|2025-12-29
defectiune statia vopsier: fotocelula murdara.|Defectiune statia vopsire: fotocelula murdara.|senzori_instrumentatie|Electric|critica|2026-02-02
unitatea pc caaie zona zona ambalare|unitatea PC caraie zona zona ambalare|hardware_it|Software|mica|2026-02-01
mentenanta preventivaa! s-a blodat bratul robotic la camera compresoare|mentenanta preventiva! s-a blocat bratul robotic la camera compresoare|blocaj_mecanic|Mecanic|mica|2025-12-19
dfeectiune xona ambalare: aplicatia s-a inchis sinura.|Defectiune zona ambalare: aplicatia s-a inchis singura.|bug_aplicatie|Software|critica|2026-01-26
